kyBP,Prec_5KYR_AVG_DIFF,Humidity_5kyr_AVG_DIFF,Humidity_5kyr_AVG_DIFF_1,Humidity_3kyr_AVG_DIFF,Prec_3KYR_AVG_DIFF
2477.5,-0.000590909,0.083,1.083,-0.039368276,0.000214286
2478,-0.001,0.14,1.14,0.098004039,-0.000214286
2478.5,-0.001318182,0.23,1.23,0.125842323,-0.0005
2479,-0.001636364,0.256,1.256,0.159294315,-0.000928571
2479.5,-0.001954545,0.258,1.258,0.204128183,-0.001357143
2480,-0.002272727,0.286,1.286,0.24803041,-0.001857143
2480.5,-0.002454545,0.304,1.304,0.358092125,-0.002142857
2481,-0.002636364,0.29,1.29,0.36200746,-0.002428571
2481.5,-0.002772727,0.225,1.225,0.272618606,-0.002642857
2482,-0.002863636,0.179,1.179,0.319245148,-0.002857143
2482.5,-0.002863636,0.187,1.187,0.33868107,-0.002928571
2483,-0.002772727,0.177,1.177,0.286019227,-0.003
2483.5,-0.002636364,0.093,1.093,0.230307443,-0.003
2484,-0.002454545,0.021,1.021,0.04610038,-0.002928571
2484.5,-0.002272727,0.004,1.004,0.05009074,-0.002857143
2485,-0.001954545,0.091,1.091,0.07721639,-0.002642857
2485.5,-0.001636364,0.009,1.009,-0.054976969,-0.002428571
2486,-0.001272727,-0.011,0.989,-0.086548915,-0.002142857
2486.5,-0.000909091,0.032,1.032,-0.086748684,-0.001857143
2487,-0.000454545,-0.039,0.961,0.062450704,-0.001357143
2487.5,-4.55E-05,-0.011,0.989,0.0508824,-0.000928571
2488,0.000454545,0.008,1.008,0.028838232,-0.000428571
2488.5,0.000863636,0.045,1.045,0.057168949,-7.14286E-05
2489,0.001272727,0.008,1.008,0.023086932,0.000428571
2489.5,0.001636364,-0.034,0.966,-0.003426317,0.000857143
2490,0.002045455,0.037,1.037,0.055509699,0.001428571
2490.5,0.002318182,-0.137,0.863,0.00467728,0.001785714
2491,0.002590909,-0.137,0.863,-0.055922775,0.002142857
2491.5,0.002818182,-0.164,0.836,-0.123016783,0.002428571
2492,0.003,-0.191,0.809,-0.077650231,0.002785714
2492.5,0.003090909,-0.18,0.82,-0.091703898,0.003
2493,0.003090909,-0.162,0.838,-0.147945132,0.003214286
2493.5,0.003,-0.12,0.88,-0.240105001,0.003285714
2494,0.002863636,-0.203,0.797,-0.313370706,0.003285714
2494.5,0.002727273,-0.163,0.837,-0.27205438,0.003285714
2495,0.0025,-0.076,0.924,-0.205580017,0.003142857
2495.5,0.002227273,-0.15,0.85,-0.191582824,0.002928571
2496,0.001863636,-0.13,0.87,-0.099182802,0.002642857
2496.5,0.0015,-0.019,0.981,-0.096663793,0.002357143
2497,0.001090909,0.063,1.063,0.014028574,0.001928571
2497.5,0.000727273,0.062,1.062,-0.012588121,0.001571429
2498,0.000227273,0.148,1.148,-0.014074015,0.001071429
2498.5,-0.000181818,0.176,1.176,0.077365234,0.000714286
2499,-0.000636364,0.079,1.079,0.046755643,0.000285714
2499.5,-0.001045455,0.064,1.064,0.103661914,-7.14286E-05
2500,-0.001454545,0.125,1.125,0.217946881,-0.000642857
2500.5,-0.001772727,0.087,1.087,0.191482494,-0.001071429
2501,-0.002136364,0.089,1.089,0.168016104,-0.001571429
2501.5,-0.002409091,0.117,1.117,0.206429834,-0.001928571
2502,-0.002681818,0.047,1.047,0.130068781,-0.002285714
2502.5,-0.002909091,-0.017,0.983,0.051797827,-0.002571429
2503,-0.003090909,-0.033,0.967,0.029833333,-0.002928571
2503.5,-0.003136364,-0.061,0.939,-0.063908277,-0.003071429
2504,-0.003090909,0.048,1.048,-0.125974721,-0.003214286
2504.5,-0.003,0.01,1.01,-0.103478467,-0.003285714
2505,-0.002909091,0.03,1.03,-0.049222946,-0.003285714
2505.5,-0.002818182,0.017,1.017,-0.074493665,-0.003285714
2506,-0.002590909,0.066,1.066,0.13095807,-0.003142857
2506.5,-0.002318182,0.086,1.086,0.04350493,-0.002928571
2507,-0.001954545,0.049,1.049,0.070575515,-0.002714286
2507.5,-0.001590909,0.071,1.071,0.083556577,-0.0025
2508,-0.001181818,0.036,1.036,0.181228549,-0.002071429
2508.5,-0.000818182,0.047,1.047,0.217625227,-0.001714286
2509,-0.000363636,0.054,1.054,0.108879659,-0.001214286
2509.5,3.15E-19,-0.09,0.91,-0.090227628,-0.000857143
2510,0.000409091,-0.031,0.969,-0.063118344,-0.000428571
2510.5,0.000818182,0.022,1.022,-0.023362732,0
2511,0.001272727,0.006,1.006,-0.016519797,0.000571429
2511.5,0.001590909,-0.1,0.9,-0.113893376,0.000928571
2512,0.001954545,-0.15,0.85,-0.141512709,0.001357143
2512.5,0.002227273,-0.053,0.947,0.027141716,0.001642857
2513,0.0025,-0.079,0.921,-0.019062929,0.002
2513.5,0.002727273,-0.026,0.974,-0.032042383,0.002285714
2514,0.002909091,-0.008,0.992,-0.091001002,0.002642857
2514.5,0.003,-0.009,0.991,-0.058832788,0.002857143
2515,0.003045455,-0.012,0.988,-0.072881057,0.003071429
2515.5,0.003045455,-0.046,0.954,-0.054719244,0.003214286
2516,0.003,-0.1,0.9,-0.070330461,0.003285714
2516.5,0.002909091,-0.101,0.899,-0.039489212,0.003285714
2517,0.002727273,-0.051,0.949,0.024265961,0.003214286
2517.5,0.0025,0.02,1.02,0.021386204,0.003071429
2518,0.002181818,-0.034,0.966,-0.047984061,0.002857143
2518.5,0.001863636,0.004,1.004,-0.053164165,0.002642857
2519,0.001454545,0.049,1.049,-0.071746321,0.002285714
2519.5,0.001090909,0.006,1.006,-0.046799915,0.002
2520,0.000681818,0.036,1.036,-0.099030789,0.001571429
2520.5,0.000318182,0.055,1.055,-0.048645398,0.001214286
2521,-9.09E-05,0.089,1.089,0.095054753,0.000714286
2521.5,-0.000454545,0.093,1.093,0.096597463,0.000285714
2522,-0.000909091,0.118,1.118,0.174910242,-0.000214286
2522.5,-0.001272727,0.162,1.162,0.190790774,-0.000571429
2523,-0.001636364,0.07,1.07,0.129597311,-0.001
2523.5,-0.001909091,0.099,1.099,0.15161788,-0.001285714
2524,-0.002181818,0.163,1.163,0.126821513,-0.001714286
2524.5,-0.002363636,0.092,1.092,0.104714266,-0.002
2525,-0.002545455,0.066,1.066,0.054150991,-0.002285714
2525.5,-0.002681818,0.035,1.035,0.000675612,-0.0025
2526,-0.002772727,0.027,1.027,0.122067107,-0.002714286
2526.5,-0.002818182,-0.061,0.939,0.10072058,-0.002857143
2527,-0.002818182,0.037,1.037,0.055488034,-0.003
2527.5,-0.002727273,0.041,1.041,0.043689376,-0.003
2528,-0.002590909,-0.043,0.957,-0.020996085,-0.002928571
2528.5,-0.002454545,0.007,1.007,-0.077054005,-0.002857143
2529,-0.002227273,0.006,1.006,0.054486992,-0.002714286
2529.5,-0.002,-0.007,0.993,-0.064782389,-0.002571429
2530,-0.001681818,-0.089,0.911,-0.108342427,-0.002357143
2530.5,-0.001363636,0.036,1.036,-0.039321661,-0.002142857
2531,-0.001,-0.049,0.951,-0.04497634,-0.001785714
2531.5,-0.000681818,-0.086,0.914,0.069385273,-0.0015
2532,-0.000318182,0.058,1.058,0.056908322,-0.001071429
2532.5,0,-0.018,0.982,0.05288503,-0.000714286
2533,0.000363636,-0.044,0.956,-0.098568298,-0.000285714
2533.5,0.000681818,0.002,1.002,-0.08813134,7.14286E-05
2534,0.001045455,0.017,1.017,0.002540005,0.0005
2534.5,0.001318182,-0.072,0.928,0.018292995,0.000785714
2535,0.001590909,-0.106,0.894,-0.123898358,0.001142857
2535.5,0.001772727,0.055,1.055,0.034378079,0.001357143
2536,0.002,-0.03,0.97,-0.068738967,0.001642857
2536.5,0.002181818,-0.055,0.945,-0.080373658,0.001857143
2537,0.002318182,-0.052,0.948,0.037537758,0.002071429
2537.5,0.002409091,-0.139,0.861,0.05269489,0.002214286
2538,0.0025,-0.235,0.765,0.033543128,0.002428571
2538.5,0.002545455,-0.277,0.723,-0.114830051,0.002571429
2539,0.0025,-0.289,0.711,-0.17249896,0.002642857
2539.5,0.002409091,-0.309,0.691,-0.242554644,0.002642857
2540,0.002318182,-0.225,0.775,-0.237758211,0.002642857
2540.5,0.002227273,-0.274,0.726,-0.391344327,0.002642857
2541,0.002090909,-0.345,0.655,-0.506376746,0.0025
2541.5,0.001909091,-0.343,0.657,-0.508081852,0.002285714
2542,0.001636364,-0.235,0.765,-0.347948498,0.002071429
2542.5,0.001409091,-0.204,0.796,-0.310459293,0.001928571
2543,0.001136364,-0.173,0.827,-0.27186185,0.001714286
2543.5,0.000863636,-0.08,0.92,-0.135948991,0.0015
2544,0.0005,-0.015,0.985,-0.049421445,0.001142857
2544.5,0.000227273,0.001,1.001,-0.038060817,0.000928571
2545,-4.55E-05,0.009,1.009,-0.027474604,0.000642857
2545.5,-0.000318182,0.054,1.054,-0.009927671,0.000357143
2546,-0.000681818,0.073,1.073,0.015667385,-7.14286E-05
2546.5,-0.001,0.134,1.134,0.038852219,-0.000428571
2547,-0.001363636,0.124,1.124,0.044642141,-0.000785714
2547.5,-0.001636364,0.17,1.17,0.105921896,-0.001
2548,-0.001909091,0.177,1.177,0.124220562,-0.001357143
2548.5,-0.002136364,0.123,1.123,0.210053976,-0.001642857
2549,-0.002363636,0.163,1.163,0.18391003,-0.002
2549.5,-0.0025,0.168,1.168,0.239800378,-0.002214286
2550,-0.002636364,0.202,1.202,0.238480894,-0.002428571
2550.5,-0.002772727,0.231,1.231,0.151617147,-0.002642857
2551,-0.002909091,0.138,1.138,0.16098116,-0.002857143
2551.5,-0.002954545,0.166,1.166,0.165732219,-0.002928571
2552,-0.002909091,0.091,1.091,0.14583969,-0.003
2552.5,-0.002818182,0.137,1.137,0.213450984,-0.003
2553,-0.002636364,0.097,1.097,0.057030806,-0.003
2553.5,-0.002454545,0.076,1.076,0.105454813,-0.003
2554,-0.002227273,0.143,1.143,0.158812485,-0.002857143
2554.5,-0.002,0.121,1.121,0.143167917,-0.002714286
2555,-0.001727273,0.046,1.046,0.128197402,-0.002428571
2555.5,-0.001454545,-0.008,0.992,0.039615183,-0.002142857
2556,-0.001045455,0.046,1.046,0.013967495,-0.001785714
2556.5,-0.000636364,0.014,1.014,0.133887381,-0.001428571
2557,-0.000136364,0.032,1.032,-0.022680441,-0.001
2557.5,0.000272727,-0.028,0.972,-0.009679412,-0.000714286
2558,0.000772727,-0.034,0.966,0.070102551,-0.000214286
2558.5,0.001181818,-0.109,0.891,-0.073317956,0.000142857
2559,0.001590909,-0.029,0.971,0.036072225,0.000642857
2559.5,0.001954545,0.005,1.005,-0.110610062,0.001071429
2560,0.002409091,-0.023,0.977,-0.100515029,0.001642857
2560.5,0.002818182,0.029,1.029,-0.114380861,0.002142857
2561,0.003181818,0.041,1.041,0.007768546,0.002642857
2561.5,0.003409091,-0.07,0.93,-0.050352189,0.002928571
2562,0.003636364,0.057,1.057,0.07512237,0.003357143
2562.5,0.003772727,-0.085,0.915,-0.026968584,0.003642857
2563,0.003863636,-0.058,0.942,0.0983317,0.003857143
2563.5,0.003863636,-0.085,0.915,0.012810005,0.003928571
2564,0.003727273,-0.06,0.94,0.186935907,0.004
2564.5,0.003590909,-0.117,0.883,-0.052678834,0.004071429
2565,0.003409091,-0.084,0.916,-0.208994227,0.004071429
2565.5,0.003136364,-0.137,0.863,-0.197371673,0.003928571
2566,0.002681818,-0.161,0.839,-0.254628829,0.003571429
2566.5,0.002272727,-0.162,0.838,-0.240267211,0.003285714
2567,0.001772727,-0.134,0.866,-0.071284038,0.002928571
2567.5,0.001272727,-0.115,0.885,-0.229262369,0.002571429
2568,0.000636364,-0.011,0.989,-0.145560494,0.001928571
2568.5,4.55E-05,0.095,1.095,-0.064337205,0.001357143
2569,-0.000636364,0.072,1.072,-0.065527841,0.000642857
2569.5,-0.001181818,0.072,1.072,0.101009786,0.000142857
2570,-0.001818182,0.142,1.142,0.113793539,-0.000571429
2570.5,-0.002409091,-0.018,0.982,0.071102517,-0.001214286
2571,-0.003,0.029,1.029,0.131094205,-0.002
2571.5,-0.003409091,0.028,1.028,0.110510226,-0.0025
2572,-0.003818182,0.071,1.071,0.237030572,-0.003142857
2572.5,-0.004136364,0.113,1.113,0.112028258,-0.003642857
2573,-0.004409091,-0.017,0.983,-0.003303282,-0.004142857
2573.5,-0.004545455,0.084,1.084,-0.084311146,-0.004428571
2574,-0.004636364,-0.094,0.906,-0.100892982,-0.004714286
2574.5,-0.004636364,-0.004,0.996,-0.002054875,-0.004857143
2575,-0.004454545,0.026,1.026,-0.038909777,-0.004928571
2575.5,-0.004181818,-0.064,0.936,0.021776141,-0.004857143
2576,-0.003818182,0.013,1.013,-0.048336777,-0.004714286
2576.5,-0.003454545,0.044,1.044,0.079098231,-0.004571429
2577,-0.002954545,0.101,1.101,0.107399401,-0.004142857
2577.5,-0.002454545,0.078,1.078,0.023913652,-0.003714286
2578,-0.001818182,-0.081,0.919,-0.044066365,-0.003142857
2578.5,-0.001227273,-0.035,0.965,0.092599178,-0.002642857
2579,-0.0005,-0.068,0.932,-0.057207028,-0.001928571
2579.5,0.000181818,0.021,1.021,0.169034792,-0.001285714
2580,0.000954545,-0.071,0.929,-0.122293245,-0.000428571
2580.5,0.001545455,-0.079,0.921,-0.134851678,0.000142857
2581,0.002181818,-0.113,0.887,0.015416246,0.000928571
2581.5,0.002727273,-0.112,0.888,-0.03658108,0.001571429
2582,0.003272727,-0.163,0.837,-0.10093254,0.002357143
2582.5,0.003681818,-0.236,0.764,-0.175200055,0.002928571
2583,0.004090909,-0.282,0.718,-0.276005986,0.003571429
2583.5,0.004363636,-0.178,0.822,-0.092373074,0.004
2584,0.004590909,-0.157,0.843,-0.10755987,0.004428571
2584.5,0.004681818,-0.245,0.755,-0.320261491,0.004642857
2585,0.004727273,-0.213,0.787,-0.307126753,0.004857143
2585.5,0.004681818,-0.192,0.808,-0.290619722,0.004928571
2586,0.004454545,-0.171,0.829,-0.25750473,0.004928571
2586.5,0.004181818,-0.129,0.871,-0.19292623,0.004857143
2587,0.003863636,-0.13,0.87,-0.195684491,0.004714286
2587.5,0.003545455,-0.099,0.901,-0.147317496,0.004571429
2588,0.003045455,-0.051,0.949,-0.07328599,0.004142857
2588.5,0.002545455,-0.029,0.971,-0.035028033,0.003714286
2589,0.001954545,-0.02,0.98,-0.017073098,0.003214286
2589.5,0.001409091,-0.018,0.982,-0.01603073,0.002785714
2590,0.000727273,-0.012,0.988,-0.01411739,0.002071429
2590.5,9.09E-05,-0.004,0.996,-0.017655695,0.001428571
2591,-0.000636364,0.002,1.002,-0.020530807,0.000642857
2591.5,-0.001181818,0.008,1.008,-0.017976101,0.000142857
2592,-0.001772727,0.014,1.014,-0.009362929,-0.000571429
2592.5,-0.002318182,0.02,1.02,0.002036469,-0.001214286
2593,-0.002909091,0.025,1.025,0.010988481,-0.002
2593.5,-0.003318182,0.03,1.03,0.019471545,-0.0025
2594,-0.003727273,0.037,1.037,0.032471232,-0.003071429
2594.5,-0.004045455,0.044,1.044,0.045782492,-0.0035
2595,-0.004318182,0.048,1.048,0.051662561,-0.004
2595.5,-0.004454545,0.047,1.047,0.051826018,-0.004285714
2596,-0.004545455,0.045,1.045,0.047269414,-0.004571429
2596.5,-0.004545455,0.047,1.047,0.046196506,-0.004714286
2597,-0.004454545,0.049,1.049,0.043657867,-0.004785714
2597.5,-0.004318182,0.057,1.057,0.042177022,-0.004785714
2598,-0.004045455,0.067,1.067,0.04172968,-0.004714286
2598.5,-0.003727273,0.082,1.082,0.045924592,-0.004571429
2599,-0.003318182,0.098,1.098,0.049590657,-0.004285714
2599.5,-0.002909091,0.118,1.118,0.063101048,-0.004
2600,-0.002363636,0.136,1.136,0.081049654,-0.0035
2600.5,-0.001863636,0.151,1.151,0.106311868,-0.003071429
2601,-0.001272727,0.161,1.161,0.132456121,-0.0025
2601.5,-0.000727273,0.17,1.17,0.16174524,-0.002
2602,-4.55E-05,0.174,1.174,0.18602303,-0.001285714
2602.5,0.000545455,0.175,1.175,0.2032017,-0.000714286
2603,0.001181818,0.166,1.166,0.206388256,0
2603.5,0.001681818,0.155,1.155,0.203683408,0.0005
2604,0.002272727,0.137,1.137,0.190322123,0.001214286
2604.5,0.002772727,0.13,1.13,0.169486333,0.001785714
2605,0.003227273,0.131,1.131,0.139462563,0.002428571
2605.5,0.003545455,0.028,1.028,0.110963356,0.002857143
2606,0.003909091,0.018,1.018,0.085430819,0.003428571
2606.5,0.004181818,-0.079,0.921,0.083225451,0.003857143
2607,0.004363636,-0.176,0.824,0.100136209,0.004214286
2607.5,0.004409091,-0.219,0.781,-0.043108448,0.004357143
2608,0.004409091,-0.251,0.749,-0.043605805,0.004571429
2608.5,0.004363636,-0.273,0.727,-0.179316353,0.004714286
2609,0.004181818,-0.287,0.713,-0.316216332,0.004714286
2609.5,0.003909091,-0.297,0.703,-0.370058249,0.004571429
2610,0.003545455,-0.313,0.687,-0.428584015,0.004357143
2610.5,0.003227273,-0.322,0.678,-0.494819793,0.004214286
2611,0.002772727,-0.22,0.78,-0.385129496,0.003857143
2611.5,0.002272727,-0.21,0.79,-0.408429626,0.003428571
2612,0.001636364,-0.091,0.909,-0.284046455,0.002857143
2612.5,0.001090909,0.014,1.014,-0.128917098,0.002428571
2613,0.0005,0.046,1.046,-0.04451054,0.001785714
2613.5,-4.55E-05,0.04,1.04,0.021060352,0.001214286
2614,-0.000727273,0.12,1.12,0.106468443,0.000428571
2614.5,-0.001272727,0.155,1.155,0.157694931,-0.000142857
2615,-0.001863636,0.14,1.14,0.168391398,-0.000785714
2615.5,-0.002363636,0.129,1.129,0.12512372,-0.001285714
2616,-0.002863636,0.185,1.185,0.200050276,-0.002
2616.5,-0.003227273,0.226,1.226,0.204939243,-0.0025
2617,-0.003590909,0.237,1.237,0.141241709,-0.003071429
2617.5,-0.003818182,0.25,1.25,0.06192754,-0.003428571
2618,-0.004045455,0.201,1.201,0.140005387,-0.003785714
2618.5,-0.004227273,0.155,1.155,0.238527236,-0.004071429
2619,-0.004318182,0.163,1.163,0.33145096,-0.004357143
2619.5,-0.004272727,0.114,1.114,0.309339436,-0.004428571
2620,-0.004136364,0.08,1.08,0.228869134,-0.0045
2620.5,-0.003954545,0.101,1.101,0.191076433,-0.0045
2621,-0.003681818,0.123,1.123,0.178755473,-0.004357143
2621.5,-0.003409091,0.163,1.163,0.087386209,-0.004214286
2622,-0.003,0.006,1.006,-0.024314002,-0.003928571
2622.5,-0.002590909,-0.048,0.952,-0.07217723,-0.003642857
2623,-0.002090909,0.016,1.016,-0.136184446,-0.003214286
2623.5,-0.001590909,-0.067,0.933,0.081540846,-0.002785714
2624,-0.001,-0.017,0.983,0.004334881,-0.002142857
2624.5,-0.0005,0.008,1.008,0.000167486,-0.001642857
2625,9.09E-05,0.067,1.067,0.154886067,-0.001
2625.5,0.000590909,-0.038,0.962,-0.002885054,-0.0005
2626,0.001181818,-0.032,0.968,0.004496934,0.000142857
2626.5,0.001681818,-0.057,0.943,-0.002443556,0.000642857
2627,0.002181818,-0.173,0.827,-0.063844209,0.001285714
2627.5,0.002545455,-0.117,0.883,-0.093364004,0.001714286
2628,0.003,-0.14,0.86,-0.04835066,0.002285714
2628.5,0.003363636,-0.266,0.734,-0.250403724,0.002714286
2629,0.003636364,-0.195,0.805,-0.084804881,0.003142857
2629.5,0.003818182,-0.239,0.761,-0.151639986,0.003428571
2630,0.004,-0.253,0.747,-0.232039779,0.003857143
2630.5,0.004090909,-0.336,0.664,-0.368673801,0.004142857
2631,0.004136364,-0.217,0.783,-0.249458884,0.004285714
2631.5,0.004090909,-0.235,0.765,-0.320768229,0.004285714
2632,0.003909091,-0.231,0.769,-0.310764946,0.004285714
2632.5,0.003727273,-0.212,0.788,-0.319235108,0.004285714
2633,0.0035,-0.173,0.827,-0.251743265,0.004214286
2633.5,0.003181818,-0.117,0.883,-0.198982437,0.004
2634,0.002727273,-0.116,0.884,-0.19511329,0.003571429
2634.5,0.002363636,-0.078,0.922,-0.110932684,0.003285714
2635,0.001863636,-0.03,0.97,-0.046973397,0.002928571
2635.5,0.001363636,0.015,1.015,-0.017039409,0.002571429
2636,0.000818182,0.077,1.077,-0.023954902,0.002
2636.5,0.000318182,0.124,1.124,-0.030220735,0.0015
2637,-0.000318182,0.202,1.202,0.002198211,0.000785714
2637.5,-0.000818182,0.16,1.16,0.076328335,0.000285714
2638,-0.001363636,0.228,1.228,0.135425621,-0.000285714
2638.5,-0.001863636,0.257,1.257,0.213896386,-0.000785714
2639,-0.002409091,0.228,1.228,0.301371647,-0.0015
2639.5,-0.002818182,0.237,1.237,0.238328165,-0.002
2640,-0.003227273,0.245,1.245,0.36999168,-0.002571429
2640.5,-0.0035,0.245,1.245,0.404591222,-0.002928571
2641,-0.003727273,0.21,1.21,0.317053677,-0.003357143
2641.5,-0.003909091,0.194,1.194,0.227326178,-0.003714286
2642,-0.004090909,0.13,1.13,0.16092873,-0.004071429
2642.5,-0.004136364,0.137,1.137,0.070326563,-0.004214286
2643,-0.004090909,0.135,1.135,0.155361679,-0.004285714
2643.5,-0.004,0.103,1.103,0.082013075,-0.004285714
2644,-0.003772727,0.053,1.053,0.013769463,-0.004285714
2644.5,-0.0035,0.124,1.124,0.157648063,-0.004214286
2645,-0.003181818,0.149,1.149,0.078292033,-0.004
2645.5,-0.002863636,0.111,1.111,0.146073824,-0.003785714
2646,-0.002409091,0.073,1.073,0.102743998,-0.003357143
2646.5,-0.002,0.104,1.104,0.182527074,-0.003
2647,-0.0015,0.067,1.067,0.155774526,-0.002571429
2647.5,-0.001,0.078,1.078,0.130703377,-0.002142857
2648,-0.000363636,0.006,1.006,-0.030090943,-0.0015
2648.5,0.000181818,0.148,1.148,0.106364408,-0.001
2649,0.000772727,0.047,1.047,0.025816836,-0.000357143
2649.5,0.001227273,0.06,1.06,0.053328839,7.14286E-05
2650,0.001727273,-0.078,0.922,-0.028751771,0.000714286
2650.5,0.002181818,-0.067,0.933,0.077527159,0.001285714
2651,0.002681818,-0.073,0.927,0.045123978,0.001928571
2651.5,0.003045455,-0.042,0.958,0.083425466,0.002357143
2652,0.003409091,-0.112,0.888,-0.104016078,0.002857143
2652.5,0.003681818,-0.071,0.929,-0.054636688,0.003214286
2653,0.003909091,-0.11,0.89,-0.106922692,0.003642857
2653.5,0.004,-0.106,0.894,-0.104728389,0.003857143
2654,0.004045455,-0.228,0.772,-0.302395005,0.004071429
2654.5,0.004045455,-0.201,0.799,-0.158695461,0.004214286
2655,0.003909091,-0.233,0.767,-0.214869437,0.004285714
2655.5,0.003727273,-0.163,0.837,-0.073195859,0.004285714
2656,0.0035,-0.211,0.789,-0.176029689,0.004214286
2656.5,0.003227273,-0.204,0.796,-0.155360475,0.004071429
2657,0.002818182,-0.218,0.782,-0.217419739,0.003714286
2657.5,0.002409091,-0.176,0.824,-0.184712966,0.003357143
2658,0.001909091,-0.187,0.813,-0.27487369,0.002928571
2658.5,0.001454545,-0.147,0.853,-0.254080908,0.002571429
2659,0.000909091,-0.151,0.849,-0.280763676,0.002
2659.5,0.000409091,-0.092,0.908,-0.22097492,0.0015
2660,-0.000181818,-0.059,0.941,-0.1375482,0.000857143
2660.5,-0.000636364,-0.003,0.997,-0.07871883,0.000428571
2661,-0.001181818,0.033,1.033,-0.054037643,-0.000142857
2661.5,-0.001681818,0.116,1.116,0.011675392,-0.000642857
2662,-0.002181818,0.134,1.134,0.072084072,-0.001285714
2662.5,-0.002545455,0.134,1.134,0.120855717,-0.001714286
2663,-0.002954545,0.117,1.117,0.143918874,-0.002285714
2663.5,-0.003272727,0.064,1.064,0.201746316,-0.002714286
2664,-0.003590909,0.056,1.056,0.18661034,-0.003142857
2664.5,-0.003818182,0.091,1.091,0.167898289,-0.003428571
2665,-0.003954545,0.094,1.094,0.106683259,-0.003785714
2665.5,-0.004,0.117,1.117,0.05575639,-0.004
2666,-0.004045455,0.137,1.137,0.013471426,-0.004214286
2666.5,-0.004,0.089,1.089,0.037476967,-0.004285714
2667,-0.003818182,0.076,1.076,-0.02299414,-0.004214286
2667.5,-0.003636364,0.09,1.09,0.045691829,-0.004142857
2668,-0.003363636,0.128,1.128,0.125680328,-0.004071429
2668.5,-0.003045455,0.137,1.137,0.099843945,-0.003928571
2669,-0.002590909,0.183,1.183,0.220107195,-0.003571429
2669.5,-0.002136364,0.167,1.167,0.24008201,-0.003214286
2670,-0.001636364,0.14,1.14,0.226472874,-0.002714286
2670.5,-0.001227273,0.102,1.102,0.173926372,-0.002357143
2671,-0.000681818,0.042,1.042,0.159020437,-0.001785714
2671.5,-0.000136364,-0.033,0.967,0.060693858,-0.001214286
2672,0.0005,0.014,1.014,0.11827658,-0.000571429
2672.5,0.001,-0.052,0.948,0.018806036,-0.000142857
2673,0.001590909,-0.031,0.969,-0.029352575,0.0005
2673.5,0.002090909,-0.148,0.852,-0.127259268,0.001
2674,0.002590909,-0.152,0.848,-0.092769592,0.001642857
2674.5,0.002954545,-0.194,0.806,-0.148293121,0.002071429
2675,0.003318182,-0.181,0.819,-0.071233089,0.002642857
2675.5,0.003636364,-0.236,0.764,-0.226142466,0.003142857
2676,0.003954545,-0.23,0.77,-0.226060663,0.003642857
2676.5,0.004136364,-0.24,0.76,-0.211202886,0.003928571
2677,0.004227273,-0.193,0.807,-0.172322198,0.004214286
2677.5,0.004227273,-0.265,0.735,-0.274639691,0.004357143
2678,0.004181818,-0.242,0.758,-0.260881233,0.0045
2678.5,0.004045455,-0.215,0.785,-0.358645425,0.0045
2679,0.003818182,-0.045,0.955,-0.199134225,0.004357143
2679.5,0.003590909,-0.004,0.996,-0.269351353,0.004214286
2680,0.003227273,0.007,1.007,-0.223485828,0.004
2680.5,0.002863636,0.028,1.028,-0.124755433,0.003785714
2681,0.002363636,0.108,1.108,0.072681742,0.003428571
2681.5,0.001863636,0.077,1.077,0.128260937,0.003071429
2682,0.001272727,0.123,1.123,0.177234955,0.0025
2682.5,0.000772727,0.136,1.136,0.175340888,0.002071429
2683,0.000181818,0.214,1.214,0.311402466,0.001428571
2683.5,-0.000363636,0.235,1.235,0.239895799,0.000857143
2684,-0.001045455,0.202,1.202,0.173273767,0.000142857
2684.5,-0.001636364,0.102,1.102,0.085420214,-0.000428571
2685,-0.002227273,0.247,1.247,0.073552815,-0.001142857
2685.5,-0.002681818,0.194,1.194,0.134245485,-0.001642857
2686,-0.003181818,0.16,1.16,0.149754644,-0.002357143
2686.5,-0.003545455,0.188,1.188,0.063781197,-0.002857143
2687,-0.003909091,0.168,1.168,0.394933506,-0.003357143
2687.5,-0.004181818,0.162,1.162,0.28749097,-0.003714286
2688,-0.004363636,0.112,1.112,0.214155201,-0.004142857
2688.5,-0.004454545,0.121,1.121,0.271015758,-0.004428571
2689,-0.004454545,0.062,1.062,0.134869076,-0.004714286
2689.5,-0.004318182,0.107,1.107,0.109995877,-0.004785714
2690,-0.004090909,0.191,1.191,0.100838179,-0.004714286
2690.5,-0.003863636,-0.024,0.976,-0.124125596,-0.004642857
2691,-0.0035,0.013,1.013,-0.072325755,-0.004428571
2691.5,-0.003090909,0.056,1.056,0.065490014,-0.004142857
2692,-0.002545455,0.016,1.016,0.067842475,-0.003714286
2692.5,-0.002,0.065,1.065,0.09385699,-0.003285714
2693,-0.001363636,0.043,1.043,0.053744175,-0.002642857
2693.5,-0.000818182,0.023,1.023,0.125545091,-0.002142857
2694,-0.000136364,-0.017,0.983,0.105345847,-0.001428571
2694.5,0.000454545,-0.004,0.996,0.139369308,-0.000857143
2695,0.001090909,-0.057,0.943,0.010137178,-0.000142857
2695.5,0.001636364,-0.177,0.823,-0.162278144,0.000428571
2696,0.002227273,-0.165,0.835,-0.113545446,0.001214286
2696.5,0.002681818,-0.16,0.84,-0.099416658,0.001785714
2697,0.003136364,-0.2,0.8,-0.112443818,0.002428571
