kyBP,Prec_5KYR_AVG_DIFF,Humidity_5kyr_AVG_DIFF,Humidity_5kyr_AVG_DIFF_1,Humidity_3kyr_AVG_DIFF,Prec_3KYR_AVG_DIFF
953.5,0.004227273,-0.301,0.699,-0.452130817,0.005928571
954,0.003318182,-0.278,0.722,-0.465603603,0.005214286
954.5,0.002454545,-0.284,0.716,-0.538350158,0.004571429
955,0.001409091,-0.111,0.889,-0.388325806,0.003571429
955.5,0.000454545,-0.024,0.976,-0.226228913,0.002714286
956,-0.000636364,0.172,1.172,-0.124174263,0.0015
956.5,-0.001545455,0.299,1.299,0.027979064,0.000571429
957,-0.002590909,0.207,1.207,0.196680185,-0.000642857
957.5,-0.0035,0.122,1.122,0.182596335,-0.001642857
958,-0.004454545,0.083,1.083,0.420499914,-0.002857143
958.5,-0.005181818,0.074,1.074,0.540502183,-0.003714286
959,-0.005909091,0.103,1.103,0.346240405,-0.004785714
959.5,-0.006409091,0.072,1.072,0.161952699,-0.0055
960,-0.006863636,0.081,1.081,0.038269795,-0.006285714
960.5,-0.007136364,0.272,1.272,-0.098643847,-0.006785714
961,-0.007272727,0.069,1.069,-0.026018161,-0.007285714
961.5,-0.007272727,-0.13,0.87,-0.280150782,-0.007571429
962,-0.007090909,-0.234,0.766,-0.314352049,-0.007785714
962.5,-0.006772727,-0.118,0.882,0.298790701,-0.007785714
963,-0.006227273,-0.018,0.982,0.099745903,-0.007571429
963.5,-0.005636364,0.04,1.04,0.086410353,-0.007285714
964,-0.004863636,0.051,1.051,0.05703471,-0.006714286
964.5,-0.004090909,0.047,1.047,-0.002066847,-0.006142857
965,-0.003090909,0.084,1.084,0.019559359,-0.005214286
965.5,-0.002136364,0.047,1.047,-0.026885854,-0.004357143
966,-0.001,-0.154,0.846,-0.446353336,-0.003214286
966.5,0,0.147,1.147,-0.060485194,-0.002285714
967,0.001181818,0.275,1.275,0.055295415,-0.001
967.5,0.002181818,0.336,1.336,0.126882551,0
968,0.003227273,0.368,1.368,0.242279118,0.001285714
968.5,0.004045455,0.272,1.272,0.358830974,0.002214286
969,0.004909091,0.222,1.222,0.456344127,0.003428571
969.5,0.005590909,0.12,1.12,0.504844386,0.004357143
970,0.006272727,0.114,1.114,0.502222787,0.005357143
970.5,0.006727273,0.174,1.174,0.314878204,0.006
971,0.007045455,0.079,1.079,0.248915272,0.006714286
971.5,0.007181818,-0.076,0.924,-0.015941882,0.007142857
972,0.007181818,-0.247,0.753,-0.111758583,0.007571429
972.5,0.007,-0.39,0.61,-0.103828446,0.007714286
973,0.006681818,-0.46,0.54,-0.276694884,0.007642857
973.5,0.006318182,-0.493,0.507,-0.455035154,0.0075
974,0.005681818,-0.419,0.581,-0.456871723,0.007142857
974.5,0.005,-0.369,0.631,-0.506839561,0.006714286
975,0.004136364,-0.258,0.742,-0.40611444,0.006071429
975.5,0.003272727,-0.254,0.746,-0.451799087,0.005428571
976,0.002227273,-0.323,0.677,-0.616485219,0.004357143
976.5,0.001318182,-0.225,0.775,-0.454788361,0.0035
977,0.000227273,-0.13,0.87,-0.302813828,0.002357143
977.5,-0.000727273,0.013,1.013,-0.122349464,0.001428571
978,-0.001772727,0.029,1.029,0.002322365,0.000214286
978.5,-0.002681818,0.1,1.1,0.092463898,-0.000785714
979,-0.003636364,0.169,1.169,0.115369261,-0.002071429
979.5,-0.004318182,0.163,1.163,0.221019772,-0.002928571
980,-0.005045455,0.159,1.159,0.118548118,-0.003928571
980.5,-0.005590909,0.23,1.23,0.157784159,-0.004642857
981,-0.006045455,0.135,1.135,0.212857327,-0.005428571
981.5,-0.006318182,0.147,1.147,0.147070656,-0.005928571
982,-0.0065,0.247,1.247,0.149280475,-0.0065
982.5,-0.0065,0.257,1.257,0.26356183,-0.006785714
983,-0.006318182,0.171,1.171,0.070250416,-0.006928571
983.5,-0.006045455,0.317,1.317,0.186686653,-0.006928571
984,-0.005636364,0.164,1.164,0.322209893,-0.006785714
984.5,-0.005181818,0.188,1.188,0.25339318,-0.006571429
985,-0.004545455,0.197,1.197,0.233929693,-0.006071429
985.5,-0.003863636,0.23,1.23,0.365906034,-0.0055
986,-0.003045455,0.107,1.107,0.054109541,-0.004714286
986.5,-0.002318182,0.229,1.229,0.295418534,-0.004071429
987,-0.001409091,0.165,1.165,0.225464458,-0.003142857
987.5,-0.000590909,0.077,1.077,0.123288314,-0.002357143
988,0.000318182,-0.024,0.976,0.02910475,-0.001357143
988.5,0.001045455,0.045,1.045,0.161420382,-0.000642857
989,0.001818182,-0.126,0.874,-0.052477778,0.000357143
989.5,0.002454545,-0.118,0.882,0.184347596,0.001142857
990,0.003181818,-0.25,0.75,-0.079379598,0.002071429
990.5,0.003727273,-0.25,0.75,-0.003804542,0.002714286
991,0.004227273,-0.348,0.652,-0.192804818,0.003428571
991.5,0.004590909,-0.374,0.626,-0.300515772,0.003928571
992,0.004909091,-0.447,0.553,-0.457645754,0.004571429
992.5,0.005045455,-0.417,0.583,-0.425295884,0.004928571
993,0.005090909,-0.445,0.555,-0.544581135,0.005214286
993.5,0.005045455,-0.353,0.647,-0.520519234,0.005357143
994,0.004863636,-0.375,0.625,-0.612313845,0.005428571
994.5,0.004636364,-0.296,0.704,-0.511292935,0.005428571
995,0.004318182,-0.171,0.829,-0.329252412,0.005285714
995.5,0.003909091,-0.049,0.951,-0.241399658,0.005
996,0.003363636,-0.028,0.972,-0.201186239,0.0045
996.5,0.002863636,0.028,1.028,-0.111143881,0.004071429
997,0.002272727,0.11,1.11,0.0176523,0.0035
997.5,0.001727273,0.149,1.149,0.168415543,0.003
998,0.001090909,0.164,1.164,0.187254237,0.002285714
998.5,0.000545455,0.176,1.176,0.199280524,0.001714286
999,-9.09E-05,0.189,1.189,0.207311988,0.001
999.5,-0.000590909,0.204,1.204,0.21108481,0.0005
1000,-0.001136364,0.227,1.227,0.212501866,-0.000142857
1000.5,-0.001590909,0.275,1.275,0.215652054,-0.000642857
1001,-0.002090909,0.225,1.225,0.13224387,-0.001285714
1001.5,-0.002454545,0.162,1.162,0.163446817,-0.001714286
1002,-0.002772727,0.133,1.133,0.201033244,-0.002214286
1002.5,-0.003,0.182,1.182,0.27726104,-0.002571429
1003,-0.003181818,0.146,1.146,0.287374415,-0.003
1003.5,-0.003272727,0.149,1.149,0.183231908,-0.003285714
1004,-0.003318182,0.169,1.169,0.132058027,-0.0035
1004.5,-0.003272727,0.206,1.206,0.196649026,-0.003571429
1005,-0.003181818,0.106,1.106,0.118977001,-0.003571429
1005.5,-0.003045455,0.086,1.086,0.090282136,-0.0035
1006,-0.002818182,0.069,1.069,0.048735129,-0.003357143
1006.5,-0.002545455,0.003,1.003,0.10344571,-0.003142857
1007,-0.002227273,0.13,1.13,0.07587481,-0.002857143
1007.5,-0.001954545,0.135,1.135,0.127815321,-0.002642857
1008,-0.001636364,0.06,1.06,0.09935385,-0.002285714
1008.5,-0.001363636,0.099,1.099,0.062276315,-0.002
1009,-0.001045455,0.12,1.12,0.153703181,-0.001642857
1009.5,-0.000772727,0.083,1.083,0.078145451,-0.001357143
1010,-0.000454545,-0.003,0.997,-0.032673584,-0.001
1010.5,-0.000181818,0.074,1.074,0.107767489,-0.000714286
1011,9.09E-05,0.075,1.075,0.143211484,-0.000357143
1011.5,0.000272727,0.072,1.072,0.070516521,-0.000142857
1012,0.0005,0.15,1.15,0.094383232,0.000142857
1012.5,0.000681818,0.007,1.007,-0.012961426,0.000357143
1013,0.000818182,0.033,1.033,0.034372618,0.000571429
1013.5,0.000909091,0.013,1.013,0.11698789,0.000714286
1014,0.001,0.023,1.023,0.143571896,0.000928571
1014.5,0.001045455,-0.077,0.923,-0.023727076,0.001071429
1015,0.001136364,0.066,1.066,8.73601E-05,0.001142857
1015.5,0.001181818,0.031,1.031,-0.006481313,0.001142857
1016,0.001227273,0.009,1.009,0.027840037,0.001142857
1016.5,0.001272727,-0.003,0.997,-0.095692218,0.001142857
1017,0.001318182,-0.037,0.963,0.061739871,0.001214286
1017.5,0.001318182,0.011,1.011,-0.093881831,0.001214286
1018,0.001363636,-0.011,0.989,-0.010542239,0.001214286
1018.5,0.001454545,-0.008,0.992,-0.02268444,0.001285714
1019,0.0015,0.054,1.054,0.03836016,0.001357143
1019.5,0.001545455,0.059,1.059,0.124868265,0.001428571
1020,0.001636364,0.071,1.071,0.08020545,0.001571429
1020.5,0.001681818,-0.115,0.885,-0.11612569,0.001642857
1021,0.001727273,-0.057,0.943,0.030187876,0.001642857
1021.5,0.001772727,-0.017,0.983,0.107771029,0.001642857
1022,0.001772727,-0.014,0.986,0.020908042,0.001714286
1022.5,0.001772727,-0.039,0.961,-0.06118969,0.001785714
1023,0.001772727,-0.145,0.855,-0.20026992,0.001857143
1023.5,0.001727273,-0.071,0.929,-0.021048575,0.001857143
1024,0.001590909,-0.111,0.889,-0.031930434,0.001785714
1024.5,0.0015,-0.245,0.755,-0.108169695,0.001785714
1025,0.001363636,-0.305,0.695,-0.196066328,0.001785714
1025.5,0.001181818,-0.218,0.782,-0.143212822,0.001714286
1026,0.000909091,-0.151,0.849,-0.110589767,0.0015
1026.5,0.000636364,-0.164,0.836,-0.266010735,0.001285714
1027,0.000272727,-0.22,0.78,-0.344405065,0.001
1027.5,-4.55E-05,-0.286,0.714,-0.299593477,0.000785714
1028,-0.000454545,-0.382,0.618,-0.23630356,0.000428571
1028.5,-0.000863636,-0.363,0.637,-0.230331358,7.14286E-05
1029,-0.001363636,-0.339,0.661,-0.255526406,-0.000428571
1029.5,-0.001772727,-0.271,0.729,-0.306439204,-0.000785714
1030,-0.002181818,-0.094,0.906,-0.3232143,-0.001285714
1030.5,-0.002545455,0.011,1.011,-0.287609765,-0.001714286
1031,-0.002954545,0.029,1.029,-0.333912252,-0.002285714
1031.5,-0.003272727,0.05,1.05,-0.299693371,-0.002714286
1032,-0.003590909,0.086,1.086,-0.156705852,-0.003142857
1032.5,-0.003818182,0.111,1.111,0.018097556,-0.003428571
1033,-0.004,0.17,1.17,0.195150016,-0.003785714
1033.5,-0.004090909,0.312,1.312,0.442506196,-0.004
1034,-0.004090909,0.353,1.353,0.475328694,-0.004214286
1034.5,-0.004,0.283,1.283,0.452476405,-0.004285714
1035,-0.003772727,0.242,1.242,0.387166693,-0.004285714
1035.5,-0.003545455,0.2,1.2,0.316065996,-0.004285714
1036,-0.003181818,0.149,1.149,0.251141721,-0.004142857
1036.5,-0.002772727,0.124,1.124,0.064996555,-0.003928571
1037,-0.002227273,0.087,1.087,0.001351813,-0.0035
1037.5,-0.001681818,0.192,1.192,0.022739934,-0.003071429
1038,-0.001,0.186,1.186,0.076613584,-0.002428571
1038.5,-0.000363636,0.139,1.139,0.121986602,-0.001857143
1039,0.000454545,0.116,1.116,0.088520399,-0.001071429
1039.5,0.001181818,0.071,1.071,0.222137027,-0.000428571
1040,0.002,0.117,1.117,0.300758847,0.000428571
1040.5,0.002681818,0.103,1.103,0.225699182,0.001071429
1041,0.003409091,0.076,1.076,0.184212042,0.002
1041.5,0.004,0.065,1.065,0.129260284,0.002714286
1042,0.004590909,0.025,1.025,0.053616636,0.003571429
1042.5,0.005045455,-0.015,0.985,0.026255762,0.004214286
1043,0.0055,-0.189,0.811,-0.160134479,0.004928571
1043.5,0.005818182,-0.194,0.806,-0.113697529,0.005428571
1044,0.006,-0.162,0.838,-0.057473133,0.005928571
1044.5,0.006,-0.17,0.83,-0.116829965,0.006142857
1045,0.005863636,-0.204,0.796,-0.187104419,0.006357143
1045.5,0.005636364,-0.207,0.793,-0.186757979,0.006428571
1046,0.005227273,-0.2,0.8,-0.191373365,0.006285714
1046.5,0.004772727,-0.172,0.828,-0.201900698,0.006071429
1047,0.004090909,-0.162,0.838,-0.293931324,0.005642857
1047.5,0.003409091,-0.139,0.861,-0.310039795,0.005214286
1048,0.002545455,-0.089,0.911,-0.264547479,0.0045
1048.5,0.001681818,-0.028,0.972,-0.133108875,0.003785714
1049,0.000636364,-0.003,0.997,-0.064447376,0.002714286
1049.5,-0.000272727,0.034,1.034,-0.020690828,0.001857143
1050,-0.001363636,0.081,1.081,0.009547106,0.000714286
1050.5,-0.002318182,0.195,1.195,0.089869127,-0.000214286
1051,-0.003318182,0.22,1.22,0.133948227,-0.001428571
1051.5,-0.004136364,0.189,1.189,0.175736442,-0.002357143
1052,-0.005,0.219,1.219,0.195834834,-0.003571429
1052.5,-0.005636364,0.26,1.26,0.268028773,-0.004428571
1053,-0.006272727,0.182,1.182,0.25399299,-0.005357143
1053.5,-0.006727273,0.082,1.082,0.173125098,-0.006
1054,-0.007045455,0.098,1.098,0.255533298,-0.006714286
1054.5,-0.007181818,0.208,1.208,0.347899153,-0.007142857
1055,-0.007136364,0.168,1.168,0.212256589,-0.007571429
1055.5,-0.006909091,0.108,1.108,0.010499724,-0.007714286
1056,-0.0065,0.04,1.04,-0.063116281,-0.007642857
1056.5,-0.006045455,-0.005,0.995,0.114781003,-0.0075
1057,-0.005409091,0.054,1.054,0.142154045,-0.007071429
1057.5,-0.004727273,0.059,1.059,0.021171769,-0.006571429
1058,-0.003772727,-0.104,0.896,-0.077537744,-0.005785714
1058.5,-0.002818182,-0.032,0.968,-0.039888954,-0.005
1059,-0.001681818,0.062,1.062,0.129280736,-0.003928571
1059.5,-0.000681818,0.045,1.045,0.194236965,-0.003071429
1060,0.0005,-0.062,0.938,-0.1414916,-0.001785714
1060.5,0.0015,-0.036,0.964,-0.101129126,-0.000785714
1061,0.002636364,0.022,1.022,-0.06203637,0.0005
1061.5,0.003590909,-0.038,0.962,-0.055405001,0.0015
1062,0.004545455,-0.023,0.977,0.024389158,0.002785714
1062.5,0.005318182,-0.107,0.893,0.002021464,0.003785714
1063,0.006090909,-0.219,0.781,-0.037142208,0.005
1063.5,0.006590909,-0.145,0.855,0.025581578,0.005785714
1064,0.007045455,-0.193,0.807,-0.025529447,0.006571429
1064.5,0.007318182,-0.238,0.762,-0.136600988,0.007071429
1065,0.007409091,-0.259,0.741,-0.220163001,0.007571429
1065.5,0.007318182,-0.309,0.691,-0.270901333,0.007785714
1066,0.007090909,-0.374,0.626,-0.349052286,0.007928571
1066.5,0.006727273,-0.474,0.526,-0.469664903,0.007857143
1067,0.006136364,-0.474,0.526,-0.402343339,0.0075
1067.5,0.005545455,-0.509,0.491,-0.426322978,0.007142857
1068,0.004727273,-0.488,0.512,-0.41731215,0.006571429
1068.5,0.003909091,-0.384,0.616,-0.438387356,0.006
1069,0.002909091,-0.298,0.702,-0.491155243,0.005071429
1069.5,0.001954545,-0.216,0.784,-0.522229234,0.004214286
1070,0.000818182,-0.121,0.879,-0.530411583,0.003
1070.5,-0.000136364,-0.072,0.928,-0.417259045,0.002071429
1071,-0.001227273,0.006,1.006,-0.252981024,0.000857143
1071.5,-0.002181818,0.083,1.083,-0.101378794,-0.000142857
1072,-0.003227273,0.179,1.179,0.085587628,-0.001428571
1072.5,-0.004045455,0.323,1.323,0.228516192,-0.002357143
1073,-0.004909091,0.365,1.365,0.383774069,-0.0035
1073.5,-0.005545455,0.453,1.453,0.480617926,-0.004285714
1074,-0.006090909,0.36,1.36,0.447012909,-0.005214286
1074.5,-0.006454545,0.21,1.21,0.485016318,-0.005857143
1075,-0.006772727,0.337,1.337,0.391154386,-0.006571429
1075.5,-0.006909091,0.309,1.309,0.370996089,-0.007
1076,-0.006863636,0.237,1.237,0.262205659,-0.007285714
1076.5,-0.006681818,0.188,1.188,0.066933898,-0.007357143
1077,-0.006363636,0.113,1.113,0.297225959,-0.007357143
1077.5,-0.005954545,0.124,1.124,0.289656067,-0.007214286
1078,-0.005363636,0.063,1.063,0.093007621,-0.006785714
1078.5,-0.004727273,0.043,1.043,0.106760034,-0.006285714
1079,-0.003909091,-0.013,0.987,-0.053661204,-0.005571429
1079.5,-0.003181818,0.102,1.102,0.075692114,-0.005
1080,-0.002227273,0.178,1.178,0.254719608,-0.004142857
1080.5,-0.001318182,-0.07,0.93,-0.071340198,-0.003357143
1081,-0.000272727,-0.079,0.921,-0.134895616,-0.002285714
1081.5,0.000590909,-0.036,0.964,0.04965409,-0.0015
1082,0.001545455,-0.092,0.908,0.051216825,-0.000357143
1082.5,0.002363636,-0.073,0.927,0.010865246,0.000571429
1083,0.003227273,-0.13,0.87,-0.02856154,0.001714286
1083.5,0.003909091,-0.155,0.845,-0.063068181,0.002571429
1084,0.004590909,-0.118,0.882,-0.104253526,0.003571429
1084.5,0.005090909,-0.116,0.884,-0.148312255,0.004285714
1085,0.005590909,-0.208,0.792,-0.288483675,0.005071429
1085.5,0.005863636,-0.213,0.787,-0.268931823,0.0055
1086,0.006,-0.141,0.859,-0.146770377,0.005928571
1086.5,0.006,-0.18,0.82,-0.193673216,0.006142857
1087,0.005863636,-0.196,0.804,-0.21957612,0.006357143
1087.5,0.005636364,-0.047,0.953,-0.138670249,0.006428571
1088,0.005272727,0.048,1.048,-0.095188497,0.006285714
1088.5,0.004863636,0.135,1.135,-0.107684791,0.006071429
1089,0.004227273,0.203,1.203,-0.127655272,0.005642857
1089.5,0.003590909,0.243,1.243,0.006965801,0.005214286
1090,0.002863636,0.433,1.433,0.109563477,0.004571429
1090.5,0.002136364,0.583,1.583,0.250398141,0.003928571
1091,0.001227273,0.559,1.559,0.384604137,0.002928571
1091.5,0.000454545,0.623,1.623,0.456183572,0.002142857
1092,-0.000454545,0.663,1.663,0.769526649,0.001214286
1092.5,-0.001227273,0.65,1.65,1.004034961,0.0005
1093,-0.002,0.608,1.608,0.813822485,-0.0005
1093.5,-0.002636364,0.563,1.563,0.80834042,-0.001285714
1094,-0.003318182,0.524,1.524,0.721815022,-0.002285714
1094.5,-0.003772727,0.411,1.411,0.573948649,-0.002928571
1095,-0.004181818,0.318,1.318,0.580478901,-0.003571429
1095.5,-0.0045,0.108,1.108,0.314050884,-0.004071429
1096,-0.004727273,-0.27,0.73,0.15736648,-0.004642857
1096.5,-0.004772727,-0.231,0.769,0.15130914,-0.004928571
1097,-0.004727273,-0.289,0.711,-0.023030566,-0.005142857
1097.5,-0.004545455,-0.263,0.737,-0.103738142,-0.005142857
1098,-0.004272727,-0.319,0.681,-0.4408563,-0.005
1098.5,-0.004,-0.34,0.66,-0.504533466,-0.004857143
1099,-0.003545455,-0.387,0.613,-0.530352898,-0.004571429
1099.5,-0.003045455,-0.361,0.639,-0.514134842,-0.004214286
1100,-0.002454545,-0.293,0.707,-0.572607026,-0.003714286
1100.5,-0.001909091,-0.248,0.752,-0.454541242,-0.003285714
1101,-0.001272727,-0.173,0.827,-0.462511732,-0.002571429
1101.5,-0.000727273,0.075,1.075,0.013902271,-0.002
1102,-9.09E-05,0.084,1.084,0.053602683,-0.001285714
1102.5,0.000454545,0.14,1.14,0.041714679,-0.000714286
1103,0.001045455,0.006,1.006,0.037113493,0
1103.5,0.001545455,0.082,1.082,0.177452994,0.000571429
1104,0.002045455,0.014,1.014,0.162479274,0.001285714
1104.5,0.002363636,0.053,1.053,0.296892569,0.001714286
1105,0.002636364,-0.074,0.926,0.062449926,0.002214286
1105.5,0.002818182,-0.152,0.848,0.016983972,0.002571429
1106,0.002954545,-0.165,0.835,-0.042853964,0.002928571
1106.5,0.003,-0.231,0.769,-0.107694684,0.003142857
1107,0.003,-0.289,0.711,-0.21938119,0.003285714
1107.5,0.002909091,-0.34,0.66,-0.31714924,0.003285714
1108,0.002772727,-0.466,0.534,-0.437520475,0.003214286
1108.5,0.002590909,-0.395,0.605,-0.334588833,0.003071429
1109,0.002318182,-0.437,0.563,-0.406433804,0.002857143
1109.5,0.002045455,-0.384,0.616,-0.394151304,0.002642857
1110,0.001681818,-0.47,0.53,-0.517424174,0.002357143
1110.5,0.001363636,-0.39,0.61,-0.442991174,0.002142857
1111,0.001,-0.315,0.685,-0.431590388,0.001785714
1111.5,0.000681818,-0.24,0.76,-0.387344704,0.0015
1112,0.000318182,-0.169,0.831,-0.483629698,0.001071429
1112.5,0,-0.105,0.895,-0.377277384,0.000714286
1113,-0.000318182,-0.038,0.962,-0.276953188,0.000285714
1113.5,-0.000590909,0.016,1.016,-0.083228182,-7.14286E-05
1114,-0.000863636,0.042,1.042,0.021506733,-0.0005
1114.5,-0.001045455,0.146,1.146,0.11519586,-0.000785714
1115,-0.001227273,0.174,1.174,0.150839751,-0.001071429
1115.5,-0.001318182,0.261,1.261,0.246703074,-0.001214286
1116,-0.001363636,0.282,1.282,0.236571043,-0.001357143
1116.5,-0.001363636,0.302,1.302,0.291692521,-0.001428571
1117,-0.001318182,0.304,1.304,0.263253538,-0.0015
1117.5,-0.001227273,0.322,1.322,0.190892287,-0.0015
1118,-0.001090909,0.385,1.385,0.23172798,-0.001428571
1118.5,-0.000954545,0.254,1.254,0.256919198,-0.001357143
1119,-0.000818182,0.264,1.264,0.368907392,-0.001214286
1119.5,-0.000681818,0.166,1.166,0.459978738,-0.001071429
1120,-0.0005,0.096,1.096,0.490942837,-0.000857143
1120.5,-0.000318182,0.061,1.061,0.276155362,-0.000642857
1121,-9.09E-05,0.06,1.06,0.252387691,-0.000428571
1121.5,9.09E-05,0.039,1.039,0.054525676,-0.000285714
1122,0.000227273,0.015,1.015,-0.031802191,-7.14286E-05
1122.5,0.000318182,-0.009,0.991,-0.118500646,7.14286E-05
1123,0.000363636,-0.037,0.963,-0.220406198,0.000285714
1123.5,0.000363636,-0.111,0.889,-0.312293714,0.000428571
1124,0.000363636,0.001,1.001,-0.118062425,0.0005
1124.5,0.000363636,0.002,1.002,-0.059652901,0.000571429
1125,0.000318182,0.078,1.078,0.14098752,0.000571429
1125.5,0.000227273,0.068,1.068,0.16560643,0.0005
1126,9.09E-05,0.07,1.07,0.181289483,0.000428571
1126.5,-9.09E-05,0.08,1.08,0.162360263,0.000285714
1127,-0.000318182,0.109,1.109,0.116033163,7.14286E-05
1127.5,-0.0005,0.208,1.208,0.05127425,-7.14286E-05
1128,-0.000681818,0.17,1.17,0.005716258,-0.000285714
1128.5,-0.000818182,0.103,1.103,-0.037475086,-0.000428571
1129,-0.000954545,0.162,1.162,0.032795918,-0.000642857
1129.5,-0.001090909,0.115,1.115,0.206706552,-0.000857143
1130,-0.001227273,0.072,1.072,0.20359997,-0.001071429
1130.5,-0.001318182,0.066,1.066,0.180229576,-0.001214286
1131,-0.001363636,0.152,1.152,0.313751382,-0.001357143
1131.5,-0.001363636,0.189,1.189,0.250901746,-0.001428571
1132,-0.001272727,0.219,1.219,0.150489184,-0.0015
1132.5,-0.001136364,0.135,1.135,0.048799203,-0.0015
1133,-0.000909091,-0.081,0.919,-0.036498264,-0.001428571
1133.5,-0.000681818,-0.046,0.954,0.035280733,-0.001357143
1134,-0.000409091,-0.081,0.919,0.144494998,-0.001142857
1134.5,-0.000136364,-0.083,0.917,-0.009548993,-0.000928571
1135,0.000181818,-0.042,0.958,-0.1014522,-0.000571429
1135.5,0.0005,0.04,1.04,0.017685803,-0.000214286
1136,0.000909091,0.042,1.042,-0.051251497,0.000214286
1136.5,0.001272727,0.034,1.034,-0.054613725,0.000571429
1137,0.001681818,-0.06,0.94,-0.11198566,0.001
1137.5,0.002,-0.107,0.893,-0.129514111,0.001285714
1138,0.002318182,-0.076,0.924,-0.096969889,0.001714286
1138.5,0.002545455,0.019,1.019,0.145286439,0.002
1139,0.002727273,-0.012,0.988,0.013087604,0.002357143
1139.5,0.002863636,0.018,1.018,0.104229886,0.002642857
1140,0.002909091,-0.064,0.936,0.001096615,0.002928571
1140.5,0.002909091,-0.083,0.917,-0.00485091,0.003142857
1141,0.002863636,-0.137,0.863,-0.063797525,0.003285714
1141.5,0.002727273,-0.112,0.888,-0.089702969,0.003285714
1142,0.002454545,-0.051,0.949,-0.209048686,0.003142857
1142.5,0.002136364,0.16,1.16,-0.148342039,0.002928571
1143,0.001681818,0.036,1.036,-0.177153441,0.002642857
1143.5,0.001227273,0.034,1.034,-0.153984221,0.002357143
1144,0.000681818,0.089,1.089,0.035286792,0.001857143
1144.5,0.000181818,0.152,1.152,0.282248592,0.001428571
1145,-0.000454545,0.198,1.198,0.132370227,0.000785714
1145.5,-0.001,0.211,1.211,0.154841292,0.000285714
1146,-0.001545455,0.216,1.216,0.265578827,-0.000357143
1146.5,-0.002045455,0.116,1.116,0.390229496,-0.000928571
1147,-0.002636364,0.242,1.242,0.398560092,-0.001714286
1147.5,-0.003090909,0.147,1.147,0.202352289,-0.002285714
